,Unnamed: 0,address,AWB,names,product_id,EDD,lat,lng
90,90,"2317, 27th Main, Sector 1, Opposite NIFT College, HSR Layout, HSR, Bangalore",76687493477,Marvin Buck,SKU_73,10-02-2023,12.912137,77.65196
91,91,"2628, 27th Main Road, 1st Sector, HSR Layout, Bangalore, HSR, Bangalore",50915970151,Milton Wilson,SKU_77,09-02-2023,12.9175337,77.65045719999999
92,92,"1554, Ground Floor, 19th Main, Sector - 1, HSR, Bangalore",19365687734,Angela Hindman,SKU_34,11-02-2023,12.961331,77.57007399999999
93,93,"780, 12th Cross, 19th Main, HSR, Bangalore",20687322207,Carol Upchurch,SKU_10,8-02-2023,12.9163752,77.6497418
94,94,"2606, The Ambience, 27th Main Road, 16th cross, HSR Layout",47082143365,Peggy Hwang,SKU_64,07-02-2023,12.9125829,77.6514055
95,95,"331, Ground Floor, 27th Main, 2nd Stage, HSR, Bangalore",81727476606,William Sherman,SKU_146,09-02-2023,12.9121181,77.6445548
96,96,"1548, 3rd Floor,19th Main Road, Sector 1, Agara Village, HSR, Bangalore",28764133976,Shana Davis,SKU_123,11-02-2023,12.9175337,77.65045719999999
97,97,"Shop 339, 27th Main Road, HSR Layout Sector 2, Bangalore",66471762239,Jesus Rodriguez,SKU_106,8-02-2023,12.925317,77.6166666
98,98,"2610, 27th Main, Near NIFT, HSR Layout, HSR, Bangalore",28074155949,Thelma Howells,SKU_83,07-02-2023,12.9119545,77.65262969999999
99,99,"1558, 19th Main, Ring Road, Near Indian Oil Petrol Bunk, Sector 1, HSR, Bangalore",39213602287,Raymond Huffman,SKU_50,09-02-2023,12.92178,77.6451944
100,100,"712, 6th Cross, 5th Main, Off 80 Feet Road, Indiranagar, Bangalore",21225161006,Joanna Evetts,SKU_9,8-02-2023,12.9758079,77.6467327
101,101,"14, 2nd Floor, Church Street, Bangalore",15239382796,Virginia Cole,SKU_27,10-02-2023,12.9743127,77.6077163
102,102,"First Floor, 14, Church Street, Bangalore",99015056791,Normand Ashford,SKU_113,07-02-2023,12.9752302,77.60346220000001
103,103,"36, Off MG Road, Church Street, Bangalore",44759282449,Robert Olsen,SKU_83,09-02-2023,12.9739924,77.6124456
104,104,"42, Church Street, Bangalore",52059909281,Joyce Brothers,SKU_107,09-02-2023,12.9757954,77.6019081
105,105,"33, High Gates Hotel, Church Street, Bangalore",76893410434,George Garrett,SKU_10,07-02-2023,12.975079,77.603155
106,106,"2, Church Street, Bangalore",84366653069,Phyllis Ehlers,SKU_116,10-02-2023,12.9746635,77.60765219999999
107,107,"46, Church Street, Bangalore",41965274833,Ralph Evans,SKU_88,10-02-2023,12.9757082,77.6023934
108,108,"9/3, Prestige Pearl House, Museum Road, Church Street, Bangalore",40661403008,Shawn Reeves,SKU_23,09-02-2023,12.9735121,77.60334499999999
109,109,"1A, Church Street, Bangalore",59997033261,Lelia Wooten,SKU_114,8-02-2023,12.9740428,77.6071375
110,110,"G-005, City Centre, 28/4, Church Street, Bangalore",83381832974,Christopher Watters,SKU_106,8-02-2023,12.9756472,77.60225369999999
111,111,"22, Amoeba Complex, Church Street, Bangalore",98170732794,Twyla Nichols,SKU_1,10-02-2023,12.9746781,77.60490279999999
113,113,"24, Church Street, Bangalore",70918939146,Mary Reed,SKU_127,09-02-2023,12.974685,77.605791
114,114,"765, 1st Floor, 1st Main, Domlur Layout, Domlur, Bangalore",81721151401,Scott Peabody,SKU_17,8-02-2023,12.9579865,77.6419114
115,115,"8/ 9, 17th F Cross, 2nd Stage, Indiranagar, Bengaluru",29925333677,Terry Mitchell,SKU_81,07-02-2023,12.9747583,77.637107
116,116,"Next to CMH Metro Station, CMH Road, Indiranagar, Bangalore",46767096463,Thomas Viviano,SKU_146,11-02-2023,12.9778862,77.64619789999999
117,117,"Ground Floor, Sri Shiva Sai Complex, 13th Cross, 7th Main, 2nd Stage, HAL, Off Double Road, Indiranagar, Bangalore",92941598133,Joseph Boyd,SKU_129,09-02-2023,12.9786738,77.6362003
118,118,"Domlur, Bangalore",86841663173,George Douglas,SKU_17,10-02-2023,12.9609857,77.6387316
119,119,"46, Church Street, Bangalore",24472334890,Marjorie Williamson,SKU_91,09-02-2023,12.9757082,77.6023934
120,120,"Shop 6, First Floor, Binnamangala First Stage, Indiranagar, Bangalore",26105795180,Roger Bouldin,SKU_18,8-02-2023,12.9782591,77.6448425
121,121,"970, 12th Main, 5th Cross, Indiranagar, Bangalore",94667742985,Daniel Marrin,SKU_113,07-02-2023,12.969924,77.6388704
122,122,"1088, 12th Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",38434272738,Trudy Moore,SKU_123,09-02-2023,12.9699142,77.6379417
123,123,"181, 3rd Floor, Amar Jyothi Layout, Inner Ring Road, Domlur, Bangalore",53198547414,Kathleen Thompson,SKU_110,07-02-2023,12.9609857,77.6387316
124,124,"544, First Floor, Near Indiranagar Metro Station, CMH Road, Indiranagar, Bangalore",38200322788,Michael Frasier,SKU_45,10-02-2023,12.9783143,77.637585
125,125,"212/A, 1st Main Road, Stage 2, Indiranagar, Bangalore",47003637195,Marshall Parham,SKU_131,8-02-2023,12.9653791,77.63803399999999
126,126,"598, 1st floor, 1st Cross, 1st A Main Road, Domlur Layout, 1st Stage, Domlur, Bangalore",85725180680,Stanley Davis,SKU_72,8-02-2023,12.973188,77.6323717
127,127,"197/A, Double Road, 2nd Stage, Opposite HDFC Bank, Indiranagar, Bangalore",70899793952,Gary Simmons,SKU_121,09-02-2023,12.9613059,77.6366221
128,128,"G-005, City Centre, 28/4, Church Street, Bangalore",61422999142,Aldo Edsall,SKU_45,07-02-2023,12.9756472,77.60225369999999
129,129,"4, 39/1, St Mary's Building, 2nd Stage, Indiranagar, Bangalore",55525210263,Mary Perez,SKU_55,8-02-2023,12.9747583,77.637107
130,130,"212/A, 1st Main Road, Stage 2, Indiranagar, Bangalore",13337031353,Lawerence Lindsay,SKU_75,10-02-2023,12.9653791,77.63803399999999
131,131,"48, Triumph Towers, Church Street, Bangalore",73796529420,Jesse Suarez,SKU_98,8-02-2023,12.975507,77.60314799999999
132,132,"Srinivasan Towers, ESI Hospital Road, Off Double Road, Indiranagar, Bangalore",55217454663,Joseph Jones,SKU_142,11-02-2023,12.9783692,77.6408356
133,133,"Number 4 St Mary's Building, 39/1, 2nd Stage, Indiranagar, Bangalore",38653109135,Samuel Sampley,SKU_148,09-02-2023,12.9061385,77.5580715
134,134,"949, Ground Floor, HAL 2nd Stage, 12th Main, 100 feet Road, Indiranagar, Bangalore",77604849495,Patricia Johnston,SKU_20,8-02-2023,12.9702698,77.6412285
135,135,"50/1, Haridevpur, Shantala Nagar, Ashok Nagar, Church Street, Bangalore",75568022308,Pam Trela,SKU_90,10-02-2023,12.9749903,77.6047836
136,136,"1324, Double Road, 2nd Stage, Opposite Cauvery School, Indiranagar, Bangalore",81655937477,Jose Williams,SKU_115,11-02-2023,12.9747583,77.637107
137,137,"1083, 12th main, 5th Cross, Indiranagar, Bangalore",20550226542,Doria Ferguson,SKU_114,8-02-2023,12.9699539,77.638717
138,138,"949, 12th Main, Ground Floor, Off 100 Feet Road, Indiranagar, Bangalore",62399381626,Harvey Tyner,SKU_91,10-02-2023,12.9702835,77.6413405
139,139,"2nd Stage, Indiranagar, Bangalore",91477551055,Thomas Lindquist,SKU_52,8-02-2023,12.9620069,77.63437669999999
140,140,"3217, 13th Cross, Indiranagar, Bangalore",66146763539,Shirlee Tennant,SKU_10,09-02-2023,12.9727187,77.63514049999999
141,141,"12th Main, HAL 2nd Stage, ESI To Domlur, Service Road, Indiranagar, Bangalore",84612864961,Shelia West,SKU_80,10-02-2023,12.9614154,77.6349097
142,142,"12th Main Road Junction, Double Road, Indiranagar, Bangalore",75506986031,Anna Bundy,SKU_86,07-02-2023,12.9698507,77.6359686
143,143,"4, St Mary's Building, 2nd Stage, Indiranagar, Bangalore",62280811516,Gertrude Frazier,SKU_70,8-02-2023,12.9783692,77.6408356
144,144,"46/1, Cobalt Building, Church Street, Bangalore",81065467193,Jeffrey Mekee,SKU_69,09-02-2023,12.9748809,77.6056454
145,145,"39/7, 5th Cross, 6th Main, Appareddy Palya, Indiranagar, Bangalore",79226518761,John Dennis,SKU_6,10-02-2023,12.9783692,77.6408356
146,146,"949, 12th Main Rd, Appareddipalya, Indiranagar, Bengaluru, Karnataka",65665446450,Mary Walton,SKU_61,8-02-2023,12.9701997,77.6391119
147,147,"598, 1st Floor, 1st Cross, 1st A Main Road, Domlur Layout, 1st Stage, Domlur, Bangalore",96249705883,Rosa Alvarez,SKU_18,09-02-2023,12.973188,77.6323717
148,148,"2/1 Unit 6, Hoodi Kodigehalli Road, Opposite Crystal Apartment, KR Puram, Bangalore",80856836359,Beverly Coleman,SKU_86,10-02-2023,12.9715987,77.5945627
149,149,"39, Aiyaapanagar Main Road, Near Krishna Community Hall, KR Puram, Bangalore",63269771781,Deanna Castille,SKU_43,07-02-2023,13.0020256,77.7123443
150,150,"92, Kodigehalli Main Road, Ayyappa Nagar, KR Puram, Bangalore",81129879069,Virginia Hernandez,SKU_104,8-02-2023,13.004608,77.7140429
151,151,"Devasandra Main Road, Ayyappa Nagar, KR Puram, Bangalore",28529174781,Bryan Warthen,SKU_12,11-02-2023,13.0043122,77.7103151
152,152,"92, Ground Floor, Muninanjappa Gardens, Kodigehalli Main Road, KR Puram, Bangalore",62724763094,Jacob Mccroy,SKU_67,10-02-2023,13.003555,77.7245487
153,153,"Coconut Garden Layout, Kodigehalli Main Road, KR Puram, Bangalore",62644046092,Sherry Cole,SKU_69,07-02-2023,13.0034826,77.7175524
154,154,"21/28, Radhakrishna Nilaya, Opp SEA Institutions, Ayappa Nagar, KR Puram, Bangalore",17432534499,Verna White,SKU_132,8-02-2023,12.9998189,77.7151616
155,155,"2/1 Unit 6, Hoodi Kodigehalli Road, Opposite Crystal Apartment, KR Puram, Bangalore",84273793675,James Horne,SKU_150,09-02-2023,12.9715987,77.5945627
156,156,"7, Anurhh Arcade, Hoodi Road, Kodigehalli Road, KR Puram, Bangalore",60381594139,Marlon Leonard,SKU_91,11-02-2023,12.9715987,77.5945627
157,157,"76, Shruthi Layout, Basavanapura Main Road, KR Puram, Bangalore",61354798733,Matthew Bass,SKU_97,09-02-2023,13.0103509,77.7034883
158,158,"7, Anurhh Arcade, Hoodi Road, Kodigehalli Road, KR Puram, Bangalore",60559333974,Romelia Phillips,SKU_12,10-02-2023,12.9715987,77.5945627
159,159,"Shop 2, Kodigahalli Main Road, KR Puram",89948676925,James Carlen,SKU_73,8-02-2023,13.0077274,77.7342053
160,160,"2/1 Unit 6, Hoodi Kodigehalli Road, Opposite Crystal Apartment, KR Puram, Bangalore",44140764186,Abraham Rehkop,SKU_142,07-02-2023,12.9715987,77.5945627
161,161,"44, Kodigehalli to Hoodi Main Road, Mahadevapura Post, KR Puram, Bangalore",34795550625,Diana Gerry,SKU_136,10-02-2023,12.9860236,77.7084196
162,162,"7, Anurhh Arcade, Hoodi Road, Kodigehalli Road, KR Puram, Bangalore",81037487822,Carl Luskey,SKU_143,8-02-2023,12.9715987,77.5945627
163,163,"2/1 Unit 6, Hoodi Kodigehalli Road, Opposite Crystal Apartment, KR Puram, Bangalore",47626343441,Virginia Hartzler,SKU_36,8-02-2023,12.9715987,77.5945627
164,164,"Shop 2, Kodigahalli Main Road, KR Puram",84014569034,Peggy Heisler,SKU_116,07-02-2023,13.0077274,77.7342053
165,165,"7, Anurhh Arcade, Hoodi Road, Kodigehalli Road, KR Puram, Bangalore",15145909184,Tiffany Coker,SKU_70,10-02-2023,12.9715987,77.5945627
166,166,"Near Bank Of India ATM, Ramka Colony, Bilekahalli, Marathahalli, Bangalore",35496906287,Jessica Blakely,SKU_41,8-02-2023,12.8984604,77.6057848
167,167,"Near Bank Of India ATM, Ramka Colony, Bilekahalli, Marathahalli, Bangalore",47772983315,Larry Solomon,SKU_24,11-02-2023,12.8984604,77.6057848
168,168,"595, Ground Floor, Kundalahalli, Varthur Hobli Mahadevpura, Marathahalli, Bangalore",25842170396,Jon Villanueva,SKU_79,09-02-2023,12.9582443,77.7155847
169,169,"20/7, Swamy Legato, Outer Ring Road, Kadubeesanahalli, Marathahalli, Bangalore",60147650973,Richard Wheeless,SKU_68,10-02-2023,12.9389269,77.6946805
170,170,"20\5, Panathur Junction, Outer Ring Road, Kadubeessanahalli, Marathahalli, Bangalore",84961010116,John Kessler,SKU_8,07-02-2023,12.9399931,77.6962218
171,171,"20/5, 1st Floor, Panathur Junction, Outer Ring Road, Marathahalli, Bangalore",19783328541,Anthony Torres,SKU_67,8-02-2023,12.9399931,77.6962218
172,172,"Ibis Bengaluru, Opposite RMZ Ecospace Business Park, Sarjapur Outer Ring Road, Marathahalli, Bangalore",22195593543,Robert Michaud,SKU_33,09-02-2023,12.96347,77.701936
